 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
1032,II,77.698,[ 400  823 1270 1683 1816 2126 2590],97.143,175.333,443.667,730.000,169.429
1033,II,51.395,[ 571 1033 1499 1965 2439],104.400,171.500,337.500,934.000,85.200
1034,II,78.369,[ 256  565  870 1175 1481 1788 2094 2402 2706],50.889,148.000,411.667,612.500,177.429
1035,II,81.898,[ 340  557  901 1189 1484 1785 2093 2401 2718],63.778,192.250,266.250,594.500,14.222
1036,II,55.162,[ 348  796 1230 1650 2102 2525],104.000,259.200,517.200,870.800,172.333
1037,II,79.897,[ 197  594  886 1081 1565 1857 2201 2395 2830],65.111,162.500,277.750,658.250,26.889
1038,II,70.001,[ 298  506  881 1280 1658 2045 2404 2798],104.750,150.286,322.000,714.286,77.250
1039,II,87.080,[ 297  601  891 1125 1512 1756 2009 2317 2580 2828],37.200,117.000,336.000,562.444,103.400
1040,II,73.987,[ 365  649 1004 1333 1656 1957 2318 2648],81.250,181.714,401.429,652.286,102.000
1041,II,44.169,[ 140  608 1073 1545 2471],91.000,86.667,224.000,1165.500,84.000
1042,II,47.314,[ 226  782 1336 1894 2451 2820],104.400,243.200,608.000,1037.600,162.333
1043,II,74.577,[ 162  468  778 1092 1409 1729 2059 2404 2740],71.778,147.714,371.429,644.500,155.750
1044,II,63.078,[ 471  856 1240 1619 1998 2378 2754],102.000,164.000,411.000,761.000,124.857
1045,II,59.901,[ 222  622 1022 1422 1821 2221 2626],46.333,90.400,380.400,801.333,154.571
1046,II,61.731,[ 518  927 1320 1702 2088 2466 2852],62.286,141.333,391.000,778.000,134.857
1047,II,84.284,[ 287  615  948 1296 1635 1868 2068 2334 2639],64.667,145.667,310.333,588.000,47.333
1048,II,85.069,[ 275  484  963 1169 1643 1860 2318 2534],57.500,86.500,153.500,645.429,38.400
1049,II,84.873,[ 278  571  860 1148 1428 1704 1980 2256 2539 2824],82.600,207.143,309.556,565.778,-1.750
1050,II,87.156,[ 165  453  744 1038 1309 1577 1848 2117 2377 2647],93.200,140.750,333.750,551.556,65.400
1051,II,53.713,[ 134  584 1034 1478 1920 2369 2815],99.333,161.600,391.600,893.667,123.200
1052,II,44.167,[ 579 1115 1665 2219 2753],65.200,139.500,421.000,1087.000,143.600
1053,II,50.320,[ 334  801 1283 1758 2239 2719],94.000,213.200,422.000,954.000,126.333
1054,II,70.230,[ 143  484  829 1173 1518 1858 2198 2540 2877],56.000,153.500,315.750,683.500,107.500
1055,II,64.397,[ 185  557  927 1298 1671 2048 2426 2794],66.250,149.143,323.714,745.429,125.000
1056,II,69.055,[ 410  759 1104 1448 1797 2147 2499 2843],64.500,130.571,200.000,695.143,32.250
1057,II,52.582,[ 126  589 1057 1535 1988 2422 2867],100.667,146.000,395.200,913.667,120.400
1058,II,64.981,[ 280  671 1038 1362 1769 2127 2448 2893],75.000,167.143,246.000,746.571,13.143
1059,II,61.413,[ 363  759 1155 1544 1934 2324 2708],79.714,129.333,330.000,781.667,85.143
1060,II,60.621,[ 239  636 1040 1432 1816 2213 2615],73.143,167.000,350.667,792.000,134.857
1061,II,73.332,[ 443  772 1098 1426 1754 2079 2405 2734],85.250,164.857,297.429,654.571,79.500
1062,II,50.481,[ 190  502 1045 1596 2139 2666],54.800,152.500,424.000,990.400,194.800
1063,II,54.900,[ 389  820 1258 1698 2142 2575],95.667,221.600,426.800,874.400,-5.000
1064,II,65.319,[ 262  630  998 1367 1734 2101 2468 2834],89.750,142.000,299.429,734.857,113.714
1065,II,59.103,[ 437  837 1249 1662 2073 2479 2874],97.143,191.000,416.333,812.333,110.000
1066,II,40.185,[ 351  943 1541 2138 2740],98.800,185.000,451.500,1194.500,174.400
1067,II,79.408,[ 238  543  844 1146 1449 1751 2051 2350 2656],86.667,134.000,384.750,604.500,113.111
1068,II,50.123,[ 425  908 1397 1859 2341],100.400,216.000,276.500,958.000,-34.000
1069,II,48.900,[ 431  925 1414 1906 2396 2885],87.000,188.000,452.000,981.600,168.800
1070,II,63.155,[ 123  403  806 1196 1611 2025 2436 2823],51.429,150.667,439.333,771.429,166.000
1071,II,140.545,"[ 183  357  529  701  872 1044 1168 1389 1563 1736 1909 2082 2255 2427
 2599 2772]",75.375,97.333,159.333,345.200,27.143
1072,II,71.038,[ 358  675 1000 1336 1739 2028 2389 2743],59.250,150.000,289.143,681.429,62.000
1073,II,71.253,[ 135  503  866 1218 1530 1823 2145 2507 2844],75.000,113.429,335.429,677.250,95.750
1074,II,87.136,[ 302  580  856 1132 1405 1678 1953 2228 2507 2781],73.800,119.333,332.222,550.889,101.400
1075,II,63.415,[ 346  727 1109 1482 1855 2234 2617],87.429,127.333,311.667,757.000,138.571
1076,II,60.100,[ 416  814 1214 1613 2013 2412 2812],63.714,65.000,226.333,798.667,115.143
1077,II,60.118,[ 366  761 1137 1548 1966 2355 2764],88.000,99.667,320.333,799.333,119.714
1078,II,73.293,[ 466  828 1186 1513 1819 2130 2444 2766],83.500,158.000,369.714,657.143,89.500
1079,II,73.461,[ 377  705 1034 1363 1690 2014 2339 2664],98.000,226.571,475.143,653.429,145.250
1080,II,65.981,[ 210  568  922 1283 1650 2018 2395 2757],65.750,169.429,304.571,727.714,87.250
1081,II,96.893,[ 195  445  693  941 1189 1437 1684 1931 2178 2425 2672],87.455,138.400,238.800,495.400,59.455
1082,II,73.526,[ 322  647  973 1300 1627 1951 2276 2607],81.750,126.571,359.429,652.857,126.250
1083,II,85.448,[ 182  460  741 1022 1303 1582 1860 2142 2424 2710],80.222,167.500,369.250,561.778,126.400
1084,II,67.244,[ 709 1042 1365 2005 2303 2618],76.333,127.000,375.500,763.600,176.400
1085,II,81.473,[ 162  393  765 1061 1294 1601 1985 2219 2603 2911],54.667,110.444,197.333,610.889,38.000
1086,II,71.007,[ 388  708 1033 1354 1688 2052 2409 2759],82.250,81.714,302.857,677.429,106.750
1087,II,60.050,[ 384  783 1183 1583 1982 2382 2782],127.600,166.000,281.000,799.333,72.571
1088,II,54.949,[ 504  947 1380 1812 2252 2688],110.667,183.600,327.200,873.600,46.667
1089,II,80.192,[ 294  506  744 1029 1461 1671 2135 2620],77.000,109.714,276.857,664.571,95.750
1090,II,74.804,[ 278  599  926 1249 1563 1884 2207 2524 2845],78.889,124.500,330.000,641.750,134.667
1091,II,86.478,[ 444  685  912 1175 1456 2135 2338 2639],56.250,168.800,292.400,627.143,66.667
1092,II,138.046,"[ 215  387  558  731  905 1079 1254 1429 1604 1777 1952 2127 2302 2477
 2652 2823]",67.125,168.800,304.400,347.733,65.667
1093,II,47.833,[ 518 1007 1534 1988 2533],61.200,166.000,214.667,1007.500,25.000
1094,II,90.884,[ 211  491  772 1050 1220 1535 1815 2095 2372 2647],92.200,118.500,307.333,541.333,122.000
1095,II,53.621,[ 567 1009 1458 1907 2354 2805],87.000,171.200,401.200,895.200,83.000
1096,II,101.524,[ 482  724  955 1190 1409 1769 2014 2240 2453 2657],42.000,190.667,370.000,483.333,104.400
1097,II,84.239,[ 483  868 1256 1377 1638 2015 2401 2795],79.000,127.429,372.286,660.571,142.000
1098,II,51.089,[ 467  938 1401 1877 2349 2816],85.667,129.333,350.800,939.600,116.667
1099,II,53.802,[ 501  940 1389 1844 2279 2732],43.000,164.000,376.000,892.400,106.400
1100,II,79.399,[ 221  559 1002 1333 1707 1936 2088 2521 2902],50.667,102.000,170.750,670.250,34.250
1101,II,74.569,[ 432  754 1072 1394 1718 2041 2363 2685],41.000,137.143,322.857,643.714,129.500
1102,II,66.465,[ 407  775 1142 1503 1864 2223 2574],63.714,122.667,383.667,722.333,173.429
1103,II,75.577,[ 148  394  518  974 1424 1877 2397 2903],90.000,108.000,358.800,787.143,144.400
1104,II,93.860,[ 317  576  836 1096 1356 1617 1880 2143 2410 2626],72.000,129.778,327.333,513.111,68.200
1105,II,58.437,[ 228  692 1013 1361 1719 2378 2818],59.667,128.333,193.000,863.333,-24.000
1106,II,99.707,[ 176  413  652  894 1145 1396 1641 1880 2115 2351 2588 2825],84.333,81.273,264.364,481.636,86.333
1107,II,72.731,[ 234  565  895 1223 1556 1891 2218 2546 2874],52.889,126.250,359.250,660.000,112.000
1108,II,119.643,[ 302  506  710  915 1125 1327 1523 1714 1906 2101 2308 2510 2711],67.692,146.333,251.167,401.500,18.308
1109,II,59.208,[ 405  816 1173 1631 2034 2441 2848],86.857,147.000,394.000,814.333,112.857
1110,II,82.296,[ 254  468  843 1136 1432 1738 2045 2337 2630],51.111,153.250,310.500,594.000,88.889
1111,II,68.434,[ 389  743 1095 1447 1797 2147 2497 2844],53.250,125.429,392.857,701.429,174.286
1112,II,65.580,[ 136  503  865 1227 1598 1965 2327 2698],92.857,101.667,324.000,732.000,113.750
1113,II,77.231,[ 305  748 1197 1660 2105 2532 2657 2918],78.000,170.286,400.000,746.571,95.714
1114,II,68.432,[ 278  630  995 1371 1717 2042 2375 2738],78.250,79.333,303.714,702.857,111.429
1115,II,57.632,[ 336  752 1165 1588 2013 2424 2835],89.143,120.333,354.333,833.000,141.333
1116,II,60.733,[ 379  763 1166 1568 1957 2345 2751],37.714,122.667,220.667,790.667,49.714
1118,II,74.276,[ 196  517  838 1160 1484 1807 2133 2458 2781],58.444,130.750,332.250,646.250,118.222
1119,II,69.821,[ 154  418  778 1143 1511 1872 2226 2586],87.143,115.143,300.286,694.857,90.000
1120,II,64.847,[ 343  668 1063 1431 1835 2211 2573],44.571,192.667,258.667,743.333,7.429
1121,II,55.740,[ 347  778 1214 1648 2075 2500],97.000,150.400,398.400,861.200,110.667
1122,II,66.918,[ 379  734  968 1486 1886 2286 2638],80.857,118.800,266.400,753.000,75.667
1123,II,81.599,[ 504  799 1091 1386 1680 1974 2270 2564 2857],81.333,112.857,281.429,588.250,79.111
1124,II,67.203,[ 267  627  983 1337 1693 2055 2412 2767],90.750,129.143,360.857,714.286,113.250
1125,II,74.481,[ 190  576  934 1308 1603 1853 2156 2486],63.750,156.000,394.000,656.000,100.750
1126,II,53.168,[ 216  670 1122 1573 2023 2473],82.800,102.400,358.400,902.800,129.333
1127,II,68.090,[ 182  537  894 1254 1605 1948 2292 2650],71.000,102.000,319.429,705.143,142.250
1128,II,50.618,[ 269  766 1216 1681 2166 2642],127.333,265.000,393.200,949.200,-2.000
1129,II,73.889,[ 202  578  849 1278 1554 1969 2312 2560],90.750,209.143,387.429,673.714,70.250
1130,II,65.237,[ 202  552  779 1250 1566 2263 2649],40.000,136.000,332.667,815.667,113.143
1131,II,77.907,[ 314  617  912 1212 1523 1838 2144 2460 2780],83.111,110.750,341.000,616.500,147.556
1132,II,75.802,[ 309  627  945 1262 1580 1897 2214 2530 2842],82.667,125.750,367.250,633.250,110.222
1133,II,92.307,[ 121  364  633  899 1165 1430 1695 1956 2211 2467 2723],64.600,102.000,316.800,520.400,136.000
1134,II,60.537,[ 407  785 1160 1564 1998 2406 2791],64.571,94.000,290.667,794.667,91.714
1135,II,73.789,[ 144  481  826 1149 1466 1792 2110 2426 2748],97.000,135.429,337.250,651.000,104.250
1136,II,102.996,[ 323  589  917 1165 1381 1541 1805 2060 2348 2586 2753],46.909,102.444,243.333,486.000,89.818
1137,II,53.457,[ 503  952 1397 1843 2290 2748],83.000,168.000,390.800,898.000,96.333
1138,II,65.440,[ 440  810 1177 1549 1923 2284 2641],71.714,73.000,188.000,733.667,56.286
1139,II,67.983,[ 390  878 1121 1342 1828 2285 2717],80.857,166.000,420.000,775.667,132.286
1140,II,52.372,[ 157  623 1099 1563 2013 2450],87.600,143.000,379.500,917.200,143.333
1141,II,101.270,[ 361  600  835 1073 1310 1549 1783 2020 2258 2494 2731],80.182,122.000,315.600,474.000,98.909
1142,II,70.777,[ 416  801 1118 1412 1744 2138 2504 2813],87.250,99.714,311.429,684.857,110.250
1143,II,76.569,[ 322  640  956 1297 1581 1922 2212 2524 2838],46.444,98.750,211.250,629.000,71.556
1144,II,52.589,[ 392  851 1311 1759 2216 2674],93.000,159.600,402.000,912.800,127.000
1145,II,59.172,[ 385  788 1210 1597 1987 2405 2821],92.000,159.000,375.667,812.000,98.333
1146,II,69.034,[ 430  776 1119 1460 1812 2157 2510 2864],91.250,143.000,340.286,695.429,97.667
1147,II,74.078,[ 306  629  951 1277 1603 1928 2247 2571 2898],77.111,133.250,334.750,648.000,90.444
1148,II,54.978,[ 638 1400 1944 2164 2711],69.600,131.500,362.000,1036.500,165.600
1149,II,92.342,[ 726  919 1481 1658 1950 2220],41.000,144.000,327.333,597.600,53.200
1150,II,74.086,[ 146  480  806 1131 1447 1762 2077 2401 2739],61.750,144.500,378.500,648.250,143.111
1151,II,72.743,[ 252  583  906 1234 1574 1908 2232 2560 2892],76.444,106.750,168.500,660.000,20.750
1152,II,71.782,[ 178  511  846 1184 1523 1858 2187 2517 2853],83.333,130.000,342.500,668.750,99.750
1153,II,78.290,[ 140  444  746 1046 1350 1665 1979 2287 2593],78.000,125.500,337.000,613.250,89.556
1154,II,66.056,[ 392  756 1118 1480 1845 2210 2572],76.571,126.333,167.667,726.667,-2.000
1155,II,74.061,[ 268  601  907 1248 1583 1918 2254 2543],57.500,146.857,360.000,650.000,122.857
1156,II,60.567,[ 443  904 1221 1616 2019 2451],59.667,164.000,422.000,803.200,170.333
1157,II,55.556,[ 291  716 1164 1600 2018 2452 2884],91.714,93.667,316.667,864.333,112.000
1158,II,63.581,[ 318  698 1080 1452 1831 2210 2583],94.000,160.667,441.000,755.000,124.571
1159,II,53.053,[ 372  823 1275 1722 2177 2634],87.667,162.000,412.000,904.800,134.667
1160,II,116.914,[ 343  466  676  797 1019 1286 1563 1859 2007 2216 2830],60.222,127.714,252.571,497.400,49.000
1161,II,71.919,[ 205  535  862 1193 1527 1866 2202 2537 2875],88.222,119.250,323.500,667.500,84.250
1162,II,75.035,[ 166  487  795 1099 1407 1727 2056 2395 2728],83.778,92.500,301.000,640.500,104.444
