p_peaks,p_onsets,p_offsets,q_peaks,r_onsets,r_offsets,s_peaks,t_peaks,t_onsets,t_offsets,sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
0.138,"[466, 1142, 1818, 2518, 3152, 3808, 4464, 5134]","[550, 1226, 1904, 2574, 3240, 3894, 4548, 5184]",-0.115,"[580, 1260, 1938, 2626, 3274, 3918, 4514, nan]","[696, 1388, 2056, 2738, 3398, 4028, 4692, 5322]",-0.122,0.013,"[858, 1530, 2090, 2894, 3538, 4052, 4714, 5486]","[940, 1606, 2126, 2966, 3612, 4088, 4754, 5566]",52,II,72.642,[ 326  663 1005 1340 1669 1996 2326 2640],77.250,126.571,283.143,661.143,105.500
0.088,"[262, 1030, 1878, 2742, 3524, 4396, 5186]","[328, 1150, 1984, 2812, 3638, 4468, 5292]",-0.163,"[292, 1112, 1954, 2778, 3708, 4430, nan]","[518, 1356, 2196, 3026, 3864, 4680, 5452]",-0.166,0.330,"[608, 1434, 2266, 3096, 3920, 4750, 5574]","[722, 1548, 2380, 3206, 4032, 4866, 5688]",53,II,58.019,[ 220  634 1050 1462 1875 2291 2702],93.429,227.667,413.333,827.333,79.429
-0.137,"[346, 1160, 1992, 2964, 3984, 4888]","[388, 1196, 2034, 2984, 4038, 4920]",,"[nan, nan, nan, nan, nan, nan]","[598, 1430, 2254, 3198, 4146, 5130]",-0.480,0.654,"[726, 1558, 2378, 3328, 4278, 5256]","[844, 1674, 2496, 3444, 4390, 5374]",54,II,53.215,[ 276  692 1104 1576 2049 2541],37.667,,,906.000,128.000
0.101,"[700, 1502, 2294, 3102, 3896, 4680, 5478]","[770, 1568, 2372, 3168, 3958, 4752, 5540]",-0.118,"[796, 1598, 2398, 3192, 3982, 4770, nan]","[912, 1698, 2526, 3300, 4126, 4892, 5684]",-0.239,-0.003,"[896, 1738, 2504, 3544, 4108, 5054, 5732]","[946, 1786, 2560, 3600, 4154, 5136, 5826]",55,II,60.354,[ 421  822 1221 1620 2017 2411 2807],68.000,119.667,241.000,795.333,62.571
0.040,"[718, 1496, 2440, 2864, 3584, 3982, 4726, 5408]","[754, 1526, 2466, 2934, 3624, 4020, 4756, 5450]",-0.073,"[812, 1602, 2550, 3060, 3694, 4046, 4836, nan]","[886, 1702, 2638, 3114, 3768, 4124, 4914, 5650]",-0.108,0.072,"[948, 1762, 2662, 3142, 3984, 4144, 4980, 5842]","[982, 1792, 2694, 3188, 4020, 4196, 5026, nan]",56,II,77.073,[ 430  830 1305 1548 1864 2044 2442 2801],39.000,78.000,185.429,677.429,83.500
0.197,"[268, 720, 1106, 1546, 2016, 2492, 2966, 3388, 3872, 4300, 4738, 5178, 5596]","[328, 772, 1198, 1674, 2108, 2548, 3026, 3460, 3928, 4358, 4794, 5234, 5692]",-0.094,"[286, 744, 1206, 1682, 2138, 2558, 3040, 3496, 3944, 4364, 4808, 5266, nan]","[430, 878, 1328, 1780, 2228, 2676, 3130, 3584, 4038, 4488, 4930, 5364, 5798]",-0.925,0.243,"[494, 958, 1422, 1870, 2306, 2798, 3220, 3664, 4120, 4574, 5028, 5482, 5840]","[616, 1058, 1508, 1924, 2400, 2848, 3284, 3748, 4178, 4668, 5114, 5558, nan]",57,II,107.407,[ 192  416  640  866 1090 1315 1541 1768 1995 2218 2441 2659 2874],71.846,110.167,281.000,447.000,86.462
0.134,"[374, 1104, 1826, 2552, 3274, 4000, 4736, 5462]","[470, 1210, 1924, 2652, 3370, 4104, 4832, 5554]",-0.084,"[418, 1162, 1934, 2606, 3326, 4054, 4784, nan]","[592, 1324, 2048, 2770, 3498, 4222, 4952, 5688]",-0.102,-0.029,"[576, 1310, 2060, 2758, 3484, 4298, 4940, 5706]","[612, 1342, 2090, 2788, 3516, 4326, 4968, 5746]",58,II,65.937,[ 268  636  999 1361 1724 2085 2452 2816],98.500,160.286,194.000,728.000,4.750
-0.062,"[320, 1208, 2036, 2896, 3754, 4590, 5450]","[432, 1292, 2132, 2980, 3836, 4664, 5540]",-0.242,"[478, 1334, 2176, 3022, 3882, 4714, nan]","[650, nan, nan, nan, 4048, nan, 5716]",-0.078,0.597,"[694, 1556, 2386, 3246, 4110, 4942, 5796]","[814, 1676, 2512, 3362, 4220, 5050, nan]",59,II,56.504,[ 264  695 1112 1537 1967 2382 2813],88.857,169.000,338.000,849.667,62.000
0.091,"[978, 1880, 2816, 3732, 4636, 5546]","[1022, 1988, 2896, 3792, 4732, 5618]",-0.090,"[1038, 1934, 2870, 3850, 4752, nan]","[1156, 2092, 3018, 3962, 4872, 5772]",-0.081,0.127,"[1304, 2292, 3210, 4132, 5036, 5804]","[1438, 2360, 3286, 4204, 5120, nan]",60,II,52.020,[ 557 1026 1487 1948 2409 2864],76.667,131.200,392.800,922.800,151.000
-0.230,"[nan, 828, 1640, 2608, 3408, 4156, 5024]","[nan, 900, 1690, 2666, 3484, 4242, 5086]",-0.708,"[nan, 860, nan, 2636, 3434, nan, nan]","[402, 1080, 1976, 3030, 3688, 4414, 5256]",-0.232,0.614,"[486, 1192, 2116, 2942, 3778, 4558, 5382]","[612, 1322, 2232, nan, 3884, 4682, 5526]",61,II,59.273,[ 153  503  962 1386 1794 2181 2597],67.333,289.333,456.000,814.667,86.857
0.254,"[nan, 684, 1280, 1906, 2486, 3110, 3664, 4260, 4832, 5432]","[186, 766, 1372, 1984, 2592, 3184, 3752, 4352, 4934, 5516]",-0.269,"[210, 814, 1414, 2028, 2642, 3232, 3804, 4384, 4958, nan]","[332, 924, 1514, 2142, 2712, 3310, 3888, 4494, 5070, 5662]",-0.223,0.323,"[418, 1068, 1646, 2242, 2846, 3496, 4008, 4652, 5172, 5752]","[480, 1132, 1732, 2348, 2956, 3542, 4132, 4718, 5318, nan]",62,II,81.002,[ 130  429  728 1039 1340 1637 1922 2218 2506 2798],88.667,100.000,319.111,592.889,125.200
0.050,"[754, 1560, 2232, 2916, 3658, 4296, 4846, 5504]","[814, 1642, 2306, 2994, 3736, 4358, 4932, 5580]",-0.120,"[782, 1654, 2274, 2962, 3702, 4338, 4896, nan]","[906, 1742, 2404, 3092, 3832, 4466, 5028, nan]",-0.140,0.300,"[1042, 1876, 2540, 3224, 3966, 4596, 5160, nan]","[1142, 1978, 2630, 3316, 4066, 4696, 5248, nan]",63,II,71.223,[ 435  853 1184 1527 1898 2215 2495 2822],74.500,123.143,352.571,682.000,133.429
0.204,"[408, 1086, 1768, 2446, 3116, 3810, 4506, 5184]","[500, 1172, 1852, 2532, 3208, 3892, 4590, 5274]",-0.108,"[468, 1144, 1824, 2502, 3182, 3860, 4560, nan]","[596, 1274, 1950, 2632, 3308, 3994, 4686, 5370]",-0.643,0.295,"[696, 1386, 2052, 2730, 3410, 4090, 4792, 5480]","[816, 1508, 2178, 2870, 3548, 4232, 4914, 5604]",64,II,70.385,[ 274  612  950 1291 1629 1973 2318 2661],87.000,128.571,360.857,682.000,103.250
0.069,"[594, 1272, 1994, 2670, 3386, 4134, 4886, 5572]","[682, 1358, 2082, 2754, 3482, 4226, 4976, 5660]",-0.126,"[708, 1310, 2100, 2702, 3496, 4176, 5002, nan]","[796, 1472, 2200, 2870, 3590, 4342, 5092, nan]",-0.191,0.219,"[890, 1586, 2302, 2974, 3710, 4498, 5182, nan]","[1022, 1692, 2426, 3100, 3826, 4570, 5326, nan]",65,II,67.586,[ 378  716 1080 1415 1775 2151 2525 2868],89.000,124.000,352.571,711.429,111.429
0.068,"[122, 634, 1148, 1664, 2176, 2690, 3204, 3594, 4224, 4736, 5228]","[222, 734, 1248, 1760, 2276, 2776, 3300, 3664, 4324, 4830, 5330]",-0.233,"[176, 684, 1196, 1710, 2224, 2738, 3248, 3758, 4282, 4780, nan]","[290, 802, 1316, 1824, 2358, 2864, 3370, 3880, 4392, 4892, 5396]",-0.200,0.283,"[382, 890, 1394, 1916, 2452, 2942, 3448, 3968, 4486, 4994, 5490]","[502, 1014, 1528, 2038, 2558, 3070, 3578, 4088, 4604, 5106, 5606]",66,II,94.014,[ 126  382  638  895 1153 1410 1664 1919 2176 2429 2679],94.909,119.200,329.000,510.600,88.909
0.245,"[792, 2200, 2710, 3858, 5284]","[860, 2240, 2948, 3966, 5338]",-0.209,"[926, 2360, 2920, 4050, nan]","[1126, 2548, 3050, 4168, 5658]",-1.050,0.299,"[1292, 2714, 3032, 4208, 5818]","[1464, 2948, 3132, 4280, nan]",67,II,47.382,[ 503 1214 1499 2051 2774],101.600,159.000,392.000,1135.500,102.800
0.099,"[298, 832, 1362, 1892, 2428, 2972, 3514, 4058, 4598, 5134, 5680]","[378, 932, 1432, 1976, 2512, 3054, 3602, 4140, 4698, 5214, 5766]",-0.210,"[388, 878, 1442, 1936, 2466, 3002, 3548, 4096, 4640, 5178, nan]","[476, 1010, 1536, 2068, 2600, 3144, 3688, 4236, 4780, 5316, nan]",-0.264,0.438,"[570, 1096, 1620, 2152, 2686, 3236, 3778, 4326, 4866, 5406, nan]","[680, 1212, 1734, 2270, 2806, 3344, 3890, 4436, 4968, 5518, nan]",68,II,89.263,[ 215  481  744 1010 1277 1550 1822 2093 2362 2632 2904],85.091,128.000,328.400,537.800,88.200
0.093,"[648, 1236, 1806, 2424, 2940, 3606, 4196, 4786, 5362]","[738, 1322, 1888, 2508, 3028, 3670, 4262, 4856, 5436]",-0.154,"[714, 1298, 1854, 2486, 3004, 3634, 4234, 4826, nan]","[824, 1408, 1996, 2596, 3128, 3800, 4392, 4940, 5546]",-0.207,0.165,"[940, 1510, 2072, 2708, 3230, 3876, 4450, 5076, 5614]","[1048, 1620, 2204, 2850, 3322, 3980, 4576, 5176, 5760]",69,II,82.139,[ 396  688  965 1282 1537 1863 2158 2454 2744],78.222,129.250,340.750,587.000,94.000
0.127,"[604, 1166, 1674, 2216, 2740, 3272, 3794, 4324, 4844, 5370]","[684, 1210, 1752, 2282, 2814, 3338, 3832, 4392, 4910, 5450]",-0.180,"[660, 1214, 1760, 2296, 2786, 3352, 3878, 4362, 4932, nan]","[774, 1318, 1858, 2378, 2902, 3440, 3962, 4482, 5004, 5534]",-0.137,0.212,"[896, 1460, 1980, 2498, 3042, 3564, 4072, 4612, 5136, 5646]","[960, 1518, 2058, 2540, 3104, 3638, 4152, 4648, 5188, 5722]",70,II,90.773,[ 369  642  907 1170 1436 1701 1967 2226 2486 2749],66.000,97.556,285.111,528.889,125.400
0.174,"[434, 1290, 2096, 2868, 3660, 4544, 5340]","[508, 1360, 2168, 2938, 3736, 4616, 5408]",-0.134,"[472, 1326, 2138, 2908, 3700, 4584, nan]","[638, 1478, 2288, 3074, nan, 4740, 5524]",-0.169,0.260,"[702, 1550, 2384, 3166, 3942, 4816, 5648]","[834, 1692, 2496, 3266, 4064, 4942, 5734]",71,II,58.836,[ 277  704 1108 1493 1890 2331 2729],71.714,158.000,361.000,817.333,87.333
0.181,"[400, 1058, 1706, 2354, 3016, 3652, 4298, 4958, 5616]","[516, 1154, 1804, 2460, 3110, 3746, 4396, 5048, 5704]",-0.054,"[476, 1116, 1820, 2426, 3118, 3706, 4352, 5022, nan]","[628, 1268, 1928, 2576, 3224, 3860, 4514, 5174, nan]",-0.258,-0.065,"[794, 1428, 1910, 2562, 3358, 3848, 4600, 5156, nan]","[852, 1498, 1952, 2606, 3470, 3890, 4640, 5204, nan]",72,II,73.941,[ 293  614  939 1265 1591 1907 2233 2562 2890],97.778,142.000,259.500,649.250,60.500
0.091,"[274, 716, 1212, 2116, 3012, 3914, 4826, 5572]","[380, 796, 1296, 2238, 3126, 4006, 4924, 5638]",-0.041,"[392, 868, 1256, 2170, 3080, 4022, 4856, nan]","[514, 970, 1454, 2366, 3274, 4156, 5068, nan]",-0.140,-0.033,"[494, 954, 1432, 2568, 3254, 4138, 5042, nan]","[544, 1020, 1498, 2672, 3308, 4204, 5102, nan]",73,II,67.797,[ 228  454  697 1154 1607 2050 2503 2892],95.250,165.429,243.429,761.143,11.429
0.242,"[nan, 898, 1632, 2362, 3086, 3808, 4532, 5252]","[246, 984, 1716, 2446, 3168, 3890, 4614, 5332]",-0.151,"[206, 946, 1684, 2416, 3182, 3936, 4582, nan]","[370, 1108, 1842, 2572, 3294, 4014, 4738, 5456]",-0.266,0.257,"[486, 1232, 1968, 2698, 3420, 4094, 4864, 5588]","[626, 1356, 2098, 2818, 3548, 4268, 4988, 5716]",74,II,66.094,[ 167  535  902 1267 1628 1988 2350 2709],82.857,140.857,392.857,726.286,119.500
-0.047,"[576, 1378, 2166, 2886, 3618, 4388, 5134]","[660, 1474, 2258, 2978, 3716, 4474, 5244]",-0.365,"[686, 1502, 2280, 2992, 3736, 4502, nan]","[932, 1602, 2398, 3102, 3842, 4610, 5362]",-0.162,0.820,"[868, 1690, 2466, 3186, 3908, 4688, 5452]","[990, 1814, 2586, 3292, 4036, 4808, 5576]",75,II,63.007,[ 366  775 1163 1518 1891 2273 2655],94.000,131.333,304.667,763.000,58.571
0.015,"[712, 1408, 2146, 2928, 3676, 4392, 5144]","[806, 1480, 2226, 3008, 3740, 4470, 5212]",-0.233,"[836, 1538, 2272, 2966, 3714, 4430, nan]","[948, 1666, 2414, 3164, 3928, 4638, 5402]",-0.153,0.526,"[1052, 1746, 2490, 3274, 4006, 4730, 5476]","[1164, 1856, 2588, 3382, 4122, 4842, 5588]",76,II,65.110,[ 441  791 1158 1549 1921 2279 2655],76.571,167.000,366.333,738.000,87.714
0.217,"[364, 1070, 1842, 2592, 3362, 4112, 4936, 5560]","[408, 1174, 1922, 2698, 3468, 4228, 5004, 5582]",-0.128,"[424, 1214, 1976, 2732, 3498, 4246, 5032, nan]","[574, 1336, 2096, 2868, 3630, 4394, 5164, nan]",-0.799,-0.078,"[604, 1320, 2118, 2888, 3654, 4374, 5264, nan]","[626, 1364, 2150, 2916, 3704, 4450, 5294, nan]",77,II,65.082,[ 263  645 1023 1410 1792 2172 2558 2860],80.750,134.286,197.429,742.000,22.857
0.205,"[nan, 880, 1692, 2504, 3284, 4070, 4864]","[nan, 968, 1782, 2590, 3368, 4158, 4956]",-0.109,"[nan, 938, 1752, 2562, 3336, 4128, nan]","[292, 1084, 1896, 2706, 3484, 4272, 5072]",-0.397,0.030,"[502, 1292, 1884, 2694, 3666, 4260, 5060]","[566, 1348, 1972, 2796, 3778, 4322, 5218]",78,II,60.265,[ 126  522  929 1334 1722 2116 2516],88.000,145.200,300.000,796.667,78.857
-0.008,"[410, 1200, 2016, 2806, 3614, 4410, 5142]","[474, 1262, 2114, 2842, 3686, 4470, 5184]",-0.271,"[532, 1334, 2134, 2926, 3704, 4494, nan]","[648, 1438, 2228, 3042, 3818, 4596, 5370]",-0.349,0.201,"[748, 1586, 2346, 3128, 3960, 4722, 5490]","[870, 1662, 2468, 3266, 4064, 4846, 5598]",79,II,60.982,[ 289  689 1091 1486 1875 2270 2651],62.000,107.667,342.000,787.333,120.000
0.133,"[292, 876, 1476, 2082, 2690, 3282, 3872, 4440, 5040, 5606]","[372, 970, 1558, 2150, 2754, 3356, 3948, 4528, 5122, 5700]",-0.136,"[394, 992, 1574, 2200, 2714, 3322, 3964, 4548, 5066, nan]","[494, 1090, 1686, 2276, 2894, 3470, 4064, 4646, 5232, nan]",-0.123,0.186,"[666, 1242, 1820, 2410, 3000, 3612, 4188, 4798, 5380, nan]","[730, 1344, 1946, 2518, 3134, 3652, 4296, 4866, 5418, nan]",80,II,81.210,[ 233  532  829 1125 1425 1721 2017 2308 2601 2893],80.200,119.778,347.778,591.111,140.444
-0.085,"[288, 1180, 1964, 2956, 3928, 4722]","[340, 1234, 2002, 3048, 3980, 4762]",-0.118,"[420, 1252, 2128, 3126, 4068, nan]","[506, 1340, 2220, 3216, 4152, 4994]",-0.537,0.371,"[638, 1460, 2372, 3368, 4292, 5146]","[770, 1604, 2484, 3484, 4420, 5256]",81,II,53.703,[ 231  648 1088 1586 2054 2474],54.667,88.000,353.600,897.200,141.333
-0.010,"[nan, 830, 1574, 2304, 3018, 3742, 4418, 5100]","[nan, 924, 1658, 2380, 3106, 3830, 4496, 5182]",-0.143,"[nan, 870, 1610, 2338, 3064, 3774, 4454, nan]","[308, 1040, 1774, 2508, 3232, 3950, 4634, 5316]",-0.031,0.379,"[436, 1158, 1906, 2624, 3340, 4070, 4762, 5446]","[550, 1282, 2016, 2748, 3474, 4194, 4878, 5552]",82,II,67.203,[ 139  506  872 1237 1600 1960 2301 2641],84.286,171.333,413.667,714.857,122.500
0.051,"[542, 1268, 2046, 2782, 3532, 4256, 5026, 5674]","[630, 1366, 2128, 2860, 3614, 4370, 5112, 5712]",-0.101,"[642, 1330, 2086, 2830, 3578, 4338, 5078, nan]","[742, 1472, 2232, 2976, 3720, 4476, 5218, nan]",-0.248,-0.008,"[772, 1486, 2218, 3032, 3754, 4490, 5236, nan]","[808, 1522, 2270, 3066, 3800, 4588, 5272, nan]",83,II,65.729,[ 351  716 1096 1468 1841 2219 2590 2913],83.250,136.286,206.286,732.000,21.714
0.060,"[nan, 910, 1772, 2514, 3402, 4212, 5006]","[nan, 952, 1862, 2560, 3484, 4300, 5104]",-0.040,"[nan, 1020, 1824, 2632, 3448, 4264, nan]","[386, 1206, 2006, 2818, 3634, 4446, 5246]",-0.939,0.324,"[512, 1300, 2136, 2940, 3760, 4556, 5370]","[656, 1482, 2274, 3096, 3914, 4724, 5516]",84,II,59.264,[ 138  548  947 1354 1761 2168 2568],74.333,184.400,460.400,810.000,118.857
0.138,"[510, 1240, 1886, 2474, 3244, 3976, 4708, 5422]","[588, 1318, 1982, 2536, 3334, 4064, 4778, 5504]",-0.066,"[560, 1278, 1940, 2506, 3292, 4020, 4750, nan]","[752, 1472, 2130, 2704, 3484, 4214, 4940, 5662]",-0.466,-0.013,"[736, 1458, 2116, 2688, 3470, 4198, 4926, 5646]","[772, 1494, 2184, 2728, 3554, 4238, 4972, 5688]",85,II,68.945,[ 345  705 1034 1321 1711 2075 2439 2800],80.500,192.857,228.000,701.429,-15.000
0.019,"[520, 1268, 2022, 2776, 3526, 4280, 5028, 5628]","[608, 1356, 2106, 2858, 3568, 4374, 5116, 5722]",-0.183,"[618, 1404, 2176, 2928, 3578, 4320, 5080, nan]","[810, 1554, 2302, 3056, 3808, 4558, 5352, nan]",-0.169,0.142,"[932, 1680, 2430, 3180, 3934, 4688, 5436, nan]","[1050, 1790, 2546, 3304, 4044, 4796, 5552, nan]",86,II,66.991,[ 382  754 1131 1506 1881 2257 2633 2913],82.500,190.857,425.429,723.143,120.000
0.199,"[nan, 978, 1906, 2810, 3408, 4602, 5500]","[nan, 1104, 2006, 2912, 3562, 4694, 5592]",-0.096,"[nan, 1066, 1966, 2886, 3824, 4654, nan]","[316, 1202, 2128, 3028, 3922, 4806, nan]",-0.188,0.532,"[nan, 1322, 2230, 3114, 4032, 4834, nan]","[554, 1436, 2346, 3256, 4150, 5050, nan]",87,II,53.535,[ 135  579 1031 1483 1932 2375 2825],111.000,138.000,368.400,896.667,89.200
0.094,"[850, 1190, 2566, 3524, 4512, 5414]","[898, 1336, 2598, 3610, 4594, 5540]",-0.129,"[912, 1422, 2702, 3644, 4566, nan]","[1050, 1634, 2802, 3846, 4804, nan]",-0.125,0.441,"[1212, 1752, 2952, 3922, 4902, nan]","[1336, 1872, 3084, 4054, 5028, nan]",88,II,54.917,[ 508  783 1382 1863 2352 2820],86.667,178.000,425.600,924.800,120.800
0.017,"[748, 1476, 2132, 2876, 3664, 4400, 5146]","[814, 1538, 2258, 2982, 3728, 4466, 5206]",-0.174,"[764, 1548, 2204, 2940, 3682, 4438, nan]","[974, 1714, 2392, 3252, 3848, 4614, 5334]",-0.132,0.312,"[1048, 1754, 2472, 3206, 3926, 4688, 5430]","[1152, 1872, 2594, 3328, 4072, 4802, 5542]",89,II,65.584,[ 442  804 1162 1526 1897 2267 2638],78.571,203.000,374.000,732.000,56.571
0.038,"[366, 944, 1658, 2302, 3004, 3682, 4372, 5034]","[396, 976, 1688, 2352, 3038, 3718, 4408, 5064]",-0.111,"[386, 1060, 1740, 2422, 3096, 3788, 4464, nan]","[490, 1166, 1840, 2526, 3204, 3884, 4564, 5248]",-0.588,0.193,"[660, 1246, 1858, 2668, 3374, 4072, 4546, 5406]","[686, 1276, 1892, 2722, 3448, 4104, 4596, 5438]",90,II,70.679,[ 223  560  900 1242 1579 1920 2259 2600],34.750,102.571,252.571,679.143,113.500
0.040,"[852, 1728, 2448, 3270, 4152, 5082]","[888, 1818, 2514, 3324, 4180, 5166]",-0.059,"[976, 1832, 2584, 3412, 4262, nan]","[1110, 1940, 2734, 3548, 4412, 5292]",-0.643,0.337,"[1246, 2096, 2870, 3722, 4574, 5460]","[1366, 2200, 2992, 3796, 4670, 5566]",91,II,57.486,[ 520  933 1331 1737 2170 2610],59.667,135.600,391.600,836.000,155.333
0.131,"[468, 1408, 2290, 3174, 4076, 4968]","[514, 1484, 2368, 3256, 4144, 5048]",-0.110,"[616, 1452, 2428, 3224, 4110, nan]","[794, 1690, 2572, 3460, 4356, 5252]",-0.237,-0.017,"[1060, 1676, 2558, 3446, 4340, 5238]","[1118, 1790, 2626, 3550, 4392, 5310]",92,II,53.838,[ 375  823 1264 1708 2155 2604],71.667,208.400,329.200,891.600,32.333
0.112,"[480, 1324, 2128, 2946, 3726, 4534, 5362]","[564, 1410, 2216, 3034, 3816, 4626, 5450]",-0.243,"[524, 1370, 2178, 2996, 3778, 4590, nan]","[nan, 1536, 2364, 3184, nan, 4728, nan]",-0.162,0.410,"[782, 1624, 2432, 3254, 4028, 4844, 5674]","[898, 1744, 2548, 3370, 4150, 4950, 5782]",93,II,58.971,[ 311  734 1138 1545 1937 2341 2754],88.000,169.500,370.667,814.333,85.500
0.135,"[370, 1040, 1704, 2370, 3036, 3710, 4404, 5090, 5668]","[440, 1112, 1790, 2442, 3108, 3784, 4476, 5166, 5702]",-0.220,"[410, 1080, 1746, 2408, 3076, 3752, 4448, 5134, nan]","[526, 1204, 1870, 2544, 3254, 3874, 4562, 5268, nan]",-0.223,0.565,"[654, 1332, 1996, 2658, 3326, 4000, 4692, 5390, nan]","[770, 1442, 2108, 2770, 3438, 4118, 4800, 5494, nan]",94,II,72.269,[ 245  581  914 1246 1580 1916 2261 2607 2906],69.778,131.000,360.750,665.250,118.250
0.254,"[314, 936, 1564, 2156, 2726, 3378, 4026, 4622, 5212]","[394, 1020, 1646, 2236, 2806, 3460, 4110, 4698, 5294]",-0.227,"[364, 990, 1616, 2206, 2776, 3430, 4080, 4668, nan]","[nan, 1122, 1756, 2406, 2922, 3568, 4292, 4798, 5426]",-0.341,0.523,"[618, 1230, 1864, 2454, 3026, 3672, 4336, 4922, 5516]","[738, 1360, 1982, 2578, 3146, 3802, 4446, 5036, 5632]",95,II,78.517,[ 220  533  847 1143 1427 1753 2077 2373 2670],81.111,156.857,369.750,612.500,91.250
-0.008,"[166, 766, 1452, 2170, 2778, 3356, 4004, 4612, 5180]","[248, 848, 1534, 2242, 2864, 3440, 4086, 4694, 5262]",-0.307,"[214, 860, 1542, 2254, 2828, 3452, 4098, 4658, nan]","[nan, 948, 1690, nan, 3104, nan, 4188, nan, 5378]",-0.318,0.943,"[448, 1046, 1732, 2438, 3056, 3640, 4284, 4888, 5458]","[540, 1142, 1828, 2540, 3156, 3736, 4384, 4986, 5556]",96,II,76.917,[ 149  450  792 1148 1455 1746 2070 2371 2657],81.556,150.500,300.750,627.000,53.600
-0.080,"[410, 1048, 1740, 2366, 3026, 3712, 4388, 5096]","[446, 1072, 1778, 2400, 3038, 3778, 4414, 5142]",-0.162,"[478, 1142, 1812, 2472, 3136, 3806, 4484, nan]","[630, 1280, 1938, 2570, 3272, 3928, 4632, 5306]",-0.109,0.323,"[692, 1362, 2020, 2686, 3344, 4016, 4714, 5380]","[812, 1472, 2144, 2800, 3470, 4140, 4810, 5490]",97,II,71.681,[ 260  592  927 1257 1588 1924 2263 2604],35.250,131.429,331.143,669.714,82.250
0.054,"[628, 1258, 1918, 2582, 3230, 3860, 4504, 5160]","[670, 1334, 1986, 2638, 3282, 3918, 4568, 5228]",-0.135,"[682, 1298, 2000, 2660, 3292, 3936, 4526, nan]","[760, 1452, 2134, 2772, 3414, 4080, 4682, 5366]",-0.100,0.275,"[928, 1584, 2242, 2926, 3522, 4164, 4808, 5486]","[1040, 1670, 2324, 2970, 3638, 4256, 4904, 5570]",98,II,73.587,[ 365  703 1031 1362 1683 1999 2318 2649],60.500,128.571,344.000,652.571,125.000
0.039,"[nan, 938, 1708, 2516, 3382, 4142, 4948]","[nan, 1026, 1802, 2590, 3460, 4238, 5026]",-0.126,"[nan, 996, 1770, 2560, 3486, 4192, nan]","[318, 1162, 1934, 2724, 3590, 4360, 5154]",-0.240,0.444,"[452, 1292, 2062, 2870, 3714, 4494, 5294]","[566, 1414, 2186, 2982, 3842, 4600, 5410]",99,II,59.648,[ 135  554  941 1336 1769 2153 2553],84.667,153.200,404.000,806.000,133.714
-0.018,"[428, 1150, 1808, 2462, 3092, 3738, 4378, 5062]","[498, 1210, 1884, 2526, 3162, 3808, 4456, 5130]",-0.151,"[506, 1182, 1898, 2532, 3136, 3778, 4414, nan]","[604, 1320, 1994, 2634, 3282, 3926, 4560, 5238]",-0.456,0.457,"[704, 1418, 2078, 2720, 3366, 4002, 4648, 5322]","[810, 1522, 2196, 2838, 3478, 4116, 4766, 5438]",100,II,72.694,[ 277  635  969 1291 1614 1934 2254 2591],69.500,124.857,325.714,661.143,87.500
0.158,"[144, 696, 1248, 1796, 2352, 2890, 3450, 3978, 4520, 5060, 5604]","[226, 778, 1326, 1882, 2430, 2972, 3518, 4064, 4604, 5146, 5686]",-0.205,"[194, 824, 1368, 1928, 2446, 3014, 3562, 4100, 4578, 5112, nan]","[364, 924, 1468, 2036, 2558, 3122, 3676, 4194, 4730, 5272, nan]",-0.157,0.177,"[442, 1004, 1538, 2082, 2644, 3186, 3738, 4286, 4820, 5366, nan]","[556, 1100, 1644, 2202, 2752, 3298, 3830, 4384, 4918, 5468, nan]",101,II,87.983,[ 157  433  708  985 1259 1531 1804 2075 2346 2616 2885],81.273,121.800,302.600,545.600,76.200
0.043,"[nan, 918, 1500, 1922, 2804, 3380, 3638, 4200, 4776]","[200, 964, 1548, 1944, 2860, 3418, 3764, 4234, 4836]",-0.077,"[244, 994, 1586, 2020, 2922, 3480, 3786, 4306, nan]","[332, 1082, 1674, 2106, 3012, 3566, 3934, 4392, 4996]",-0.575,0.178,"[380, 1158, 1776, 2190, 3130, 3638, 4004, 4478, 5034]","[524, 1288, 1866, 2282, 3218, 3764, 4130, 4588, 5168]",102,II,88.206,[ 142  518  815 1029 1482 1760 1943 2172 2474],53.750,95.000,290.250,583.000,77.111
-0.022,"[478, 1096, 1708, 2350, 2994, 3616, 4230, 4874, 5506]","[570, 1182, 1798, 2442, 3092, 3712, 4322, 4962, 5600]",-0.234,"[604, 1150, 1842, 2494, 3142, 3666, 4282, 4974, nan]","[nan, 1496, 1976, nan, nan, 3896, 4478, nan, nan]",-0.164,0.236,"[816, 1424, 2046, 2688, 3314, 3928, 4564, 5188, nan]","[934, 1548, 2164, 2808, 3458, 4068, 4684, 5328, nan]",103,II,76.410,[ 332  640  947 1270 1594 1901 2207 2528 2846],92.000,226.500,354.750,628.500,29.000
